nome_azienda,categoria,valori,anno
507,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,8
508,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,59.0,8
508,MEDICO DI FIDUCIA,86.0,8
508,CONSULTORIO FAMILIARE PUBBLICO,158.0,8
508,ALTRA STRUTTURA SOCIO-SANITARIA,18.0,8
509,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,120.0,8
509,MEDICO DI FIDUCIA,137.0,8
509,CONSULTORIO FAMILIARE PUBBLICO,108.0,8
509,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,8
901,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,79.0,8
901,CONSULTORIO FAMILIARE PUBBLICO,42.0,8
901,MEDICO DI FIDUCIA,143.0,8
901,ALTRA STRUTTURA SOCIO-SANITARIA,5.0,8
912,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,46.0,8
912,MEDICO DI FIDUCIA,215.0,8
912,CONSULTORIO FAMILIARE PUBBLICO,345.0,8
912,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,8
501,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,33.0,9
501,MEDICO DI FIDUCIA,31.0,9
501,CONSULTORIO FAMILIARE PUBBLICO,89.0,9
501,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,9
502,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,158.0,9
502,MEDICO DI FIDUCIA,124.0,9
502,CONSULTORIO FAMILIARE PUBBLICO,495.0,9
502,ALTRA STRUTTURA SOCIO-SANITARIA,16.0,9
503,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,72.0,9
503,MEDICO DI FIDUCIA,304.0,9
503,CONSULTORIO FAMILIARE PUBBLICO,261.0,9
503,ALTRA STRUTTURA SOCIO-SANITARIA,7.0,9
504,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,6.0,9
504,MEDICO DI FIDUCIA,17.0,9
504,CONSULTORIO FAMILIARE PUBBLICO,50.0,9
504,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,9
505,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,55.0,9
505,CONSULTORIO FAMILIARE PUBBLICO,42.0,9
505,MEDICO DI FIDUCIA,48.0,9
505,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,9
506,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,52.0,9
506,CONSULTORIO FAMILIARE PUBBLICO,312.0,9
506,MEDICO DI FIDUCIA,162.0,9
506,ALTRA STRUTTURA SOCIO-SANITARIA,5.0,9
507,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,51.0,9
507,CONSULTORIO FAMILIARE PUBBLICO,225.0,9
507,MEDICO DI FIDUCIA,60.0,9
507,ALTRA STRUTTURA SOCIO-SANITARIA,1.0,9
508,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,65.0,9
508,CONSULTORIO FAMILIARE PUBBLICO,229.0,9
508,MEDICO DI FIDUCIA,108.0,9
508,ALTRA STRUTTURA SOCIO-SANITARIA,6.0,9
509,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,130.0,9
509,CONSULTORIO FAMILIARE PUBBLICO,127.0,9
509,MEDICO DI FIDUCIA,145.0,9
509,ALTRA STRUTTURA SOCIO-SANITARIA,3.0,9
901,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,113.0,9
901,CONSULTORIO FAMILIARE PUBBLICO,48.0,9
901,MEDICO DI FIDUCIA,91.0,9
901,ALTRA STRUTTURA SOCIO-SANITARIA,5.0,9
912,SERVIZIO OSTETRICO-GINECOLOGICO DI ISTITUTO DI CURA,39.0,9
912,MEDICO DI FIDUCIA,237.0,9
912,CONSULTORIO FAMILIARE PUBBLICO,238.0,9
912,ALTRA STRUTTURA SOCIO-SANITARIA,2.0,9
