nome_azienda,categoria,valori,anno,nome
506,NUBILE,275,2021,AZIENDA ULSS N. 6 EUGANEA
506,SEPARATA,14,2021,AZIENDA ULSS N. 6 EUGANEA
507,CONIUGATA,98,2021,AZIENDA ULSS N. 7 PEDEMONTANA
507,DIVORZIATA,10,2021,AZIENDA ULSS N. 7 PEDEMONTANA
507,NUBILE,200,2021,AZIENDA ULSS N. 7 PEDEMONTANA
507,SEPARATA,7,2021,AZIENDA ULSS N. 7 PEDEMONTANA
508,CONIUGATA,136,2021,AZIENDA ULSS N. 8 BERICA
508,DIVORZIATA,7,2021,AZIENDA ULSS N. 8 BERICA
508,SEPARATA,9,2021,AZIENDA ULSS N. 8 BERICA
508,NUBILE,175,2021,AZIENDA ULSS N. 8 BERICA
509,DIVORZIATA,8,2021,AZIENDA ULSS N. 9 SCALIGERA
509,CONIUGATA,119,2021,AZIENDA ULSS N. 9 SCALIGERA
509,SEPARATA,9,2021,AZIENDA ULSS N. 9 SCALIGERA
509,NUBILE,170,2021,AZIENDA ULSS N. 9 SCALIGERA
901,CONIUGATA,131,2021,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,DIVORZIATA,1,2021,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,VEDOVA,1,2021,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,SEPARATA,9,2021,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,NUBILE,168,2021,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
912,DIVORZIATA,19,2021,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,CONIUGATA,203,2021,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,NUBILE,320,2021,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,SEPARATA,14,2021,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
501,DIVORZIATA,4,2022,AZIENDA ULSS N. 1 DOLOMITI
501,CONIUGATA,40,2022,AZIENDA ULSS N. 1 DOLOMITI
501,NUBILE,95,2022,AZIENDA ULSS N. 1 DOLOMITI
502,CONIUGATA,284,2022,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,DIVORZIATA,13,2022,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,VEDOVA,1,2022,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,SEPARATA,12,2022,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,NUBILE,491,2022,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,UNITA CIVILMENTE,3,2022,AZIENDA ULSS N. 2 MARCA TREVIGIANA
503,DIVORZIATA,12,2022,AZIENDA ULSS N. 3 SERENISSIMA
503,CONIUGATA,226,2022,AZIENDA ULSS N. 3 SERENISSIMA
503,VEDOVA,2,2022,AZIENDA ULSS N. 3 SERENISSIMA
503,NUBILE,408,2022,AZIENDA ULSS N. 3 SERENISSIMA
503,SEPARATA,11,2022,AZIENDA ULSS N. 3 SERENISSIMA
503,UNITA CIVILMENTE,1,2022,AZIENDA ULSS N. 3 SERENISSIMA
504,CONIUGATA,39,2022,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,SEPARATA,4,2022,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,NUBILE,69,2022,AZIENDA ULSS N. 4 VENETO ORIENTALE
505,CONIUGATA,58,2022,AZIENDA ULSS N. 5 POLESANA
505,DIVORZIATA,1,2022,AZIENDA ULSS N. 5 POLESANA
505,NUBILE,113,2022,AZIENDA ULSS N. 5 POLESANA
505,SEPARATA,5,2022,AZIENDA ULSS N. 5 POLESANA
506,DIVORZIATA,12,2022,AZIENDA ULSS N. 6 EUGANEA
506,CONIUGATA,161,2022,AZIENDA ULSS N. 6 EUGANEA
506,VEDOVA,3,2022,AZIENDA ULSS N. 6 EUGANEA
506,NUBILE,286,2022,AZIENDA ULSS N. 6 EUGANEA
506,SEPARATA,15,2022,AZIENDA ULSS N. 6 EUGANEA
506,UNITA CIVILMENTE,1,2022,AZIENDA ULSS N. 6 EUGANEA
507,DIVORZIATA,3,2022,AZIENDA ULSS N. 7 PEDEMONTANA
507,CONIUGATA,115,2022,AZIENDA ULSS N. 7 PEDEMONTANA
507,NUBILE,216,2022,AZIENDA ULSS N. 7 PEDEMONTANA
507,SEPARATA,5,2022,AZIENDA ULSS N. 7 PEDEMONTANA
507,UNITA CIVILMENTE,1,2022,AZIENDA ULSS N. 7 PEDEMONTANA
508,DIVORZIATA,4,2022,AZIENDA ULSS N. 8 BERICA
508,CONIUGATA,115,2022,AZIENDA ULSS N. 8 BERICA
508,GIA' IN UNIONE CIVILE (PER DECESSO DEL PARTNER),1,2022,AZIENDA ULSS N. 8 BERICA
508,VEDOVA,1,2022,AZIENDA ULSS N. 8 BERICA
508,NUBILE,194,2022,AZIENDA ULSS N. 8 BERICA
508,SEPARATA,5,2022,AZIENDA ULSS N. 8 BERICA
508,UNITA CIVILMENTE,1,2022,AZIENDA ULSS N. 8 BERICA
509,CONIUGATA,140,2022,AZIENDA ULSS N. 9 SCALIGERA
509,DIVORZIATA,11,2022,AZIENDA ULSS N. 9 SCALIGERA
509,NUBILE,206,2022,AZIENDA ULSS N. 9 SCALIGERA
509,SEPARATA,9,2022,AZIENDA ULSS N. 9 SCALIGERA
509,UNITA CIVILMENTE,1,2022,AZIENDA ULSS N. 9 SCALIGERA
901,CONIUGATA,122,2022,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,DIVORZIATA,7,2022,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,SEPARATA,9,2022,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,NUBILE,129,2022,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,UNITA CIVILMENTE,2,2022,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
912,DIVORZIATA,21,2022,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,CONIUGATA,210,2022,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,VEDOVA,1,2022,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,NUBILE,360,2022,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,SEPARATA,13,2022,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,UNITA CIVILMENTE,2,2022,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
501,DIVORZIATA,1,2023,AZIENDA ULSS N. 1 DOLOMITI
501,CONIUGATA,50,2023,AZIENDA ULSS N. 1 DOLOMITI
501,VEDOVA,1,2023,AZIENDA ULSS N. 1 DOLOMITI
501,SEPARATA,1,2023,AZIENDA ULSS N. 1 DOLOMITI
501,NUBILE,103,2023,AZIENDA ULSS N. 1 DOLOMITI
502,DIVORZIATA,13,2023,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,CONIUGATA,265,2023,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,VEDOVA,3,2023,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,NUBILE,493,2023,AZIENDA ULSS N. 2 MARCA TREVIGIANA
502,SEPARATA,19,2023,AZIENDA ULSS N. 2 MARCA TREVIGIANA
503,DIVORZIATA,14,2023,AZIENDA ULSS N. 3 SERENISSIMA
503,CONIUGATA,212,2023,AZIENDA ULSS N. 3 SERENISSIMA
503,SEPARATA,12,2023,AZIENDA ULSS N. 3 SERENISSIMA
503,NUBILE,406,2023,AZIENDA ULSS N. 3 SERENISSIMA
504,DIVORZIATA,1,2023,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,CONIUGATA,24,2023,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,VEDOVA,1,2023,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,NUBILE,46,2023,AZIENDA ULSS N. 4 VENETO ORIENTALE
504,SEPARATA,2,2023,AZIENDA ULSS N. 4 VENETO ORIENTALE
505,CONIUGATA,40,2023,AZIENDA ULSS N. 5 POLESANA
505,DIVORZIATA,6,2023,AZIENDA ULSS N. 5 POLESANA
505,NUBILE,96,2023,AZIENDA ULSS N. 5 POLESANA
505,SEPARATA,4,2023,AZIENDA ULSS N. 5 POLESANA
506,CONIUGATA,174,2023,AZIENDA ULSS N. 6 EUGANEA
506,DIVORZIATA,8,2023,AZIENDA ULSS N. 6 EUGANEA
506,SEPARATA,11,2023,AZIENDA ULSS N. 6 EUGANEA
506,NUBILE,335,2023,AZIENDA ULSS N. 6 EUGANEA
506,UNITA CIVILMENTE,3,2023,AZIENDA ULSS N. 6 EUGANEA
507,CONIUGATA,110,2023,AZIENDA ULSS N. 7 PEDEMONTANA
507,DIVORZIATA,6,2023,AZIENDA ULSS N. 7 PEDEMONTANA
507,VEDOVA,1,2023,AZIENDA ULSS N. 7 PEDEMONTANA
507,NUBILE,215,2023,AZIENDA ULSS N. 7 PEDEMONTANA
507,SEPARATA,5,2023,AZIENDA ULSS N. 7 PEDEMONTANA
508,DIVORZIATA,12,2023,AZIENDA ULSS N. 8 BERICA
508,CONIUGATA,144,2023,AZIENDA ULSS N. 8 BERICA
508,SEPARATA,9,2023,AZIENDA ULSS N. 8 BERICA
508,NUBILE,242,2023,AZIENDA ULSS N. 8 BERICA
508,UNITA CIVILMENTE,1,2023,AZIENDA ULSS N. 8 BERICA
509,CONIUGATA,167,2023,AZIENDA ULSS N. 9 SCALIGERA
509,DIVORZIATA,7,2023,AZIENDA ULSS N. 9 SCALIGERA
509,NUBILE,217,2023,AZIENDA ULSS N. 9 SCALIGERA
509,SEPARATA,12,2023,AZIENDA ULSS N. 9 SCALIGERA
509,UNITA CIVILMENTE,2,2023,AZIENDA ULSS N. 9 SCALIGERA
901,DIVORZIATA,2,2023,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,CONIUGATA,107,2023,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,GIA' IN UNIONE CIVILE (PER DECESSO DEL PARTNER),2,2023,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,NUBILE,136,2023,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,SEPARATA,6,2023,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
901,UNITA CIVILMENTE,4,2023,AZIENDA OSPEDALE - UNIVERSITÀ PADOVA
912,CONIUGATA,175,2023,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,DIVORZIATA,10,2023,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,VEDOVA,1,2023,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,NUBILE,321,2023,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
912,SEPARATA,9,2023,A.O. INTEGRATA CON UNIVERSITÀ - VERONA
