nome_azienda,categoria,valori,anno
508,LAUREA O TITOLI SUPERIORI,59.0,6
508,ANALFABETA,1.0,6
508,SA LEGGERE E SCRIVERE,1.0,6
508,LICENZA ELEMENTARE,4.0,6
508,DIPLOMA DI SCUOLA MEDIA INFERIORE,99.0,6
508,DIPLOMA UNIVERSITARIO O LAUREA BREVE,5.0,6
508,DIPLOMA DI SCUOLA MEDIA SUPERIORE,207.0,6
509,LAUREA O TITOLI SUPERIORI,36.0,6
509,ANALFABETA,1.0,6
509,LICENZA ELEMENTARE,3.0,6
509,DIPLOMA DI SCUOLA MEDIA INFERIORE,91.0,6
509,SA LEGGERE E SCRIVERE,1.0,6
509,DIPLOMA DI SCUOLA MEDIA SUPERIORE,170.0,6
901,LAUREA O TITOLI SUPERIORI,72.0,6
901,ANALFABETA,1.0,6
901,DIPLOMA DI SCUOLA MEDIA INFERIORE,81.0,6
901,LICENZA ELEMENTARE,19.0,6
901,DIPLOMA UNIVERSITARIO O LAUREA BREVE,3.0,6
901,DIPLOMA DI SCUOLA MEDIA SUPERIORE,148.0,6
912,LAUREA O TITOLI SUPERIORI,87.0,6
912,ANALFABETA,1.0,6
912,LICENZA ELEMENTARE,11.0,6
912,DIPLOMA DI SCUOLA MEDIA INFERIORE,152.0,6
912,SA LEGGERE E SCRIVERE,1.0,6
912,DIPLOMA UNIVERSITARIO O LAUREA BREVE,4.0,6
912,DIPLOMA DI SCUOLA MEDIA SUPERIORE,271.0,6
501,LAUREA O TITOLI SUPERIORI,27.0,7
501,LICENZA ELEMENTARE,1.0,7
501,DIPLOMA DI SCUOLA MEDIA INFERIORE,35.0,7
501,DIPLOMA UNIVERSITARIO O LAUREA BREVE,7.0,7
501,DIPLOMA DI SCUOLA MEDIA SUPERIORE,75.0,7
502,LAUREA O TITOLI SUPERIORI,84.0,7
502,LICENZA ELEMENTARE,38.0,7
502,DIPLOMA DI SCUOLA MEDIA INFERIORE,268.0,7
502,DIPLOMA UNIVERSITARIO O LAUREA BREVE,15.0,7
502,DIPLOMA DI SCUOLA MEDIA SUPERIORE,365.0,7
503,LAUREA O TITOLI SUPERIORI,82.0,7
503,ANALFABETA,2.0,7
503,LICENZA ELEMENTARE,20.0,7
503,DIPLOMA DI SCUOLA MEDIA INFERIORE,179.0,7
503,DIPLOMA UNIVERSITARIO O LAUREA BREVE,4.0,7
503,DIPLOMA DI SCUOLA MEDIA SUPERIORE,330.0,7
504,LAUREA O TITOLI SUPERIORI,13.0,7
504,LICENZA ELEMENTARE,2.0,7
504,DIPLOMA DI SCUOLA MEDIA INFERIORE,43.0,7
504,DIPLOMA UNIVERSITARIO O LAUREA BREVE,2.0,7
504,DIPLOMA DI SCUOLA MEDIA SUPERIORE,41.0,7
505,LAUREA O TITOLI SUPERIORI,14.0,7
505,SA LEGGERE E SCRIVERE,6.0,7
505,LICENZA ELEMENTARE,8.0,7
505,DIPLOMA DI SCUOLA MEDIA INFERIORE,80.0,7
505,DIPLOMA UNIVERSITARIO O LAUREA BREVE,4.0,7
505,DIPLOMA DI SCUOLA MEDIA SUPERIORE,76.0,7
506,LAUREA O TITOLI SUPERIORI,66.0,7
506,SA LEGGERE E SCRIVERE,3.0,7
506,LICENZA ELEMENTARE,7.0,7
506,DIPLOMA DI SCUOLA MEDIA INFERIORE,112.0,7
506,DIPLOMA UNIVERSITARIO O LAUREA BREVE,12.0,7
506,DIPLOMA DI SCUOLA MEDIA SUPERIORE,251.0,7
507,LAUREA O TITOLI SUPERIORI,41.0,7
507,DIPLOMA DI SCUOLA MEDIA INFERIORE,83.0,7
507,LICENZA ELEMENTARE,8.0,7
507,DIPLOMA UNIVERSITARIO O LAUREA BREVE,4.0,7
507,DIPLOMA DI SCUOLA MEDIA SUPERIORE,179.0,7
508,LAUREA O TITOLI SUPERIORI,59.0,7
508,ANALFABETA,1.0,7
508,SA LEGGERE E SCRIVERE,2.0,7
508,DIPLOMA DI SCUOLA MEDIA INFERIORE,94.0,7
508,LICENZA ELEMENTARE,3.0,7
508,DIPLOMA UNIVERSITARIO O LAUREA BREVE,3.0,7
508,DIPLOMA DI SCUOLA MEDIA SUPERIORE,165.0,7
509,LAUREA O TITOLI SUPERIORI,36.0,7
509,DIPLOMA DI SCUOLA MEDIA INFERIORE,74.0,7
509,LICENZA ELEMENTARE,7.0,7
509,DIPLOMA UNIVERSITARIO O LAUREA BREVE,5.0,7
509,DIPLOMA DI SCUOLA MEDIA SUPERIORE,184.0,7
901,LAUREA O TITOLI SUPERIORI,53.0,7
901,DIPLOMA DI SCUOLA MEDIA INFERIORE,84.0,7
901,LICENZA ELEMENTARE,15.0,7
901,DIPLOMA UNIVERSITARIO O LAUREA BREVE,19.0,7
901,DIPLOMA DI SCUOLA MEDIA SUPERIORE,139.0,7
912,LAUREA O TITOLI SUPERIORI,101.0,7
912,LICENZA ELEMENTARE,20.0,7
912,DIPLOMA DI SCUOLA MEDIA INFERIORE,153.0,7
912,DIPLOMA UNIVERSITARIO O LAUREA BREVE,8.0,7
912,DIPLOMA DI SCUOLA MEDIA SUPERIORE,274.0,7
501,LAUREA O TITOLI SUPERIORI,23.0,8
501,DIPLOMA DI SCUOLA MEDIA INFERIORE,26.0,8
501,LICENZA ELEMENTARE,2.0,8
501,DIPLOMA DI SCUOLA MEDIA SUPERIORE,88.0,8
502,LAUREA O TITOLI SUPERIORI,100.0,8
502,ANALFABETA,3.0,8
502,DIPLOMA DI SCUOLA MEDIA INFERIORE,225.0,8
502,LICENZA ELEMENTARE,34.0,8
502,DIPLOMA UNIVERSITARIO O LAUREA BREVE,12.0,8
502,DIPLOMA DI SCUOLA MEDIA SUPERIORE,430.0,8
503,LAUREA O TITOLI SUPERIORI,106.0,8
503,ANALFABETA,13.0,8
503,LICENZA ELEMENTARE,14.0,8
503,DIPLOMA DI SCUOLA MEDIA INFERIORE,170.0,8
503,SA LEGGERE E SCRIVERE,1.0,8
503,DIPLOMA UNIVERSITARIO O LAUREA BREVE,10.0,8
503,DIPLOMA DI SCUOLA MEDIA SUPERIORE,346.0,8
504,ANALFABETA,2.0,8
504,LAUREA O TITOLI SUPERIORI,11.0,8
504,DIPLOMA DI SCUOLA MEDIA INFERIORE,31.0,8
504,LICENZA ELEMENTARE,2.0,8
504,DIPLOMA UNIVERSITARIO O LAUREA BREVE,2.0,8
504,DIPLOMA DI SCUOLA MEDIA SUPERIORE,64.0,8
505,LAUREA O TITOLI SUPERIORI,19.0,8
505,ANALFABETA,1.0,8
505,LICENZA ELEMENTARE,6.0,8
505,DIPLOMA DI SCUOLA MEDIA INFERIORE,60.0,8
505,DIPLOMA UNIVERSITARIO O LAUREA BREVE,7.0,8
505,DIPLOMA DI SCUOLA MEDIA SUPERIORE,84.0,8
506,LAUREA O TITOLI SUPERIORI,82.0,8
506,SA LEGGERE E SCRIVERE,1.0,8
506,DIPLOMA DI SCUOLA MEDIA INFERIORE,120.0,8
506,LICENZA ELEMENTARE,8.0,8
506,DIPLOMA UNIVERSITARIO O LAUREA BREVE,20.0,8
506,DIPLOMA DI SCUOLA MEDIA SUPERIORE,247.0,8
507,LAUREA O TITOLI SUPERIORI,56.0,8
507,LICENZA ELEMENTARE,12.0,8
507,DIPLOMA DI SCUOLA MEDIA INFERIORE,76.0,8
507,SA LEGGERE E SCRIVERE,2.0,8
507,DIPLOMA UNIVERSITARIO O LAUREA BREVE,3.0,8
507,DIPLOMA DI SCUOLA MEDIA SUPERIORE,191.0,8
508,LAUREA O TITOLI SUPERIORI,65.0,8
508,DIPLOMA DI SCUOLA MEDIA INFERIORE,77.0,8
508,SA LEGGERE E SCRIVERE,2.0,8
508,LICENZA ELEMENTARE,10.0,8
508,DIPLOMA UNIVERSITARIO O LAUREA BREVE,4.0,8
508,DIPLOMA DI SCUOLA MEDIA SUPERIORE,163.0,8
509,ANALFABETA,1.0,8
509,LAUREA O TITOLI SUPERIORI,51.0,8
509,DIPLOMA DI SCUOLA MEDIA INFERIORE,94.0,8
509,LICENZA ELEMENTARE,9.0,8
509,DIPLOMA UNIVERSITARIO O LAUREA BREVE,4.0,8
509,DIPLOMA DI SCUOLA MEDIA SUPERIORE,208.0,8
901,ANALFABETA,2.0,8
901,LAUREA O TITOLI SUPERIORI,48.0,8
901,DIPLOMA DI SCUOLA MEDIA INFERIORE,72.0,8
901,SA LEGGERE E SCRIVERE,1.0,8
901,LICENZA ELEMENTARE,9.0,8
901,DIPLOMA UNIVERSITARIO O LAUREA BREVE,12.0,8
901,DIPLOMA DI SCUOLA MEDIA SUPERIORE,125.0,8
912,LAUREA O TITOLI SUPERIORI,77.0,8
912,DIPLOMA DI SCUOLA MEDIA INFERIORE,160.0,8
912,LICENZA ELEMENTARE,9.0,8
912,DIPLOMA UNIVERSITARIO O LAUREA BREVE,28.0,8
912,DIPLOMA DI SCUOLA MEDIA SUPERIORE,333.0,8
501,LAUREA O TITOLI SUPERIORI,33.0,9
501,LICENZA ELEMENTARE,1.0,9
501,DIPLOMA DI SCUOLA MEDIA INFERIORE,34.0,9
501,DIPLOMA DI SCUOLA MEDIA SUPERIORE,88.0,9
502,LAUREA O TITOLI SUPERIORI,113.0,9
502,ANALFABETA,1.0,9
502,DIPLOMA DI SCUOLA MEDIA INFERIORE,242.0,9
502,SA LEGGERE E SCRIVERE,5.0,9
502,LICENZA ELEMENTARE,24.0,9
502,DIPLOMA UNIVERSITARIO O LAUREA BREVE,16.0,9
502,DIPLOMA DI SCUOLA MEDIA SUPERIORE,392.0,9
503,LAUREA O TITOLI SUPERIORI,83.0,9
503,ANALFABETA,10.0,9
503,LICENZA ELEMENTARE,16.0,9
503,SA LEGGERE E SCRIVERE,1.0,9
503,DIPLOMA DI SCUOLA MEDIA INFERIORE,160.0,9
503,DIPLOMA UNIVERSITARIO O LAUREA BREVE,12.0,9
503,DIPLOMA DI SCUOLA MEDIA SUPERIORE,362.0,9
504,ANALFABETA,1.0,9
504,LAUREA O TITOLI SUPERIORI,10.0,9
504,LICENZA ELEMENTARE,2.0,9
504,DIPLOMA DI SCUOLA MEDIA INFERIORE,24.0,9
504,DIPLOMA UNIVERSITARIO O LAUREA BREVE,1.0,9
504,DIPLOMA DI SCUOLA MEDIA SUPERIORE,36.0,9
505,LAUREA O TITOLI SUPERIORI,15.0,9
505,DIPLOMA DI SCUOLA MEDIA INFERIORE,56.0,9
505,LICENZA ELEMENTARE,5.0,9
505,DIPLOMA UNIVERSITARIO O LAUREA BREVE,3.0,9
505,DIPLOMA DI SCUOLA MEDIA SUPERIORE,67.0,9
506,LAUREA O TITOLI SUPERIORI,80.0,9
506,DIPLOMA DI SCUOLA MEDIA INFERIORE,128.0,9
506,LICENZA ELEMENTARE,7.0,9
506,DIPLOMA UNIVERSITARIO O LAUREA BREVE,13.0,9
506,DIPLOMA DI SCUOLA MEDIA SUPERIORE,303.0,9
507,ANALFABETA,2.0,9
507,LAUREA O TITOLI SUPERIORI,50.0,9
507,DIPLOMA DI SCUOLA MEDIA INFERIORE,77.0,9
507,LICENZA ELEMENTARE,4.0,9
507,SA LEGGERE E SCRIVERE,2.0,9
507,DIPLOMA UNIVERSITARIO O LAUREA BREVE,7.0,9
507,DIPLOMA DI SCUOLA MEDIA SUPERIORE,195.0,9
508,LAUREA O TITOLI SUPERIORI,76.0,9
508,ANALFABETA,2.0,9
508,DIPLOMA DI SCUOLA MEDIA INFERIORE,104.0,9
508,LICENZA ELEMENTARE,11.0,9
508,DIPLOMA UNIVERSITARIO O LAUREA BREVE,8.0,9
508,DIPLOMA DI SCUOLA MEDIA SUPERIORE,207.0,9
509,LAUREA O TITOLI SUPERIORI,52.0,9
509,ANALFABETA,5.0,9
509,DIPLOMA DI SCUOLA MEDIA INFERIORE,110.0,9
509,LICENZA ELEMENTARE,11.0,9
509,SA LEGGERE E SCRIVERE,1.0,9
509,DIPLOMA UNIVERSITARIO O LAUREA BREVE,7.0,9
509,DIPLOMA DI SCUOLA MEDIA SUPERIORE,219.0,9
901,ANALFABETA,1.0,9
901,LAUREA O TITOLI SUPERIORI,57.0,9
901,LICENZA ELEMENTARE,7.0,9
901,DIPLOMA DI SCUOLA MEDIA INFERIORE,58.0,9
901,SA LEGGERE E SCRIVERE,2.0,9
901,DIPLOMA UNIVERSITARIO O LAUREA BREVE,16.0,9
901,DIPLOMA DI SCUOLA MEDIA SUPERIORE,116.0,9
912,LAUREA O TITOLI SUPERIORI,90.0,9
912,DIPLOMA DI SCUOLA MEDIA INFERIORE,114.0,9
912,LICENZA ELEMENTARE,5.0,9
912,SA LEGGERE E SCRIVERE,1.0,9
912,DIPLOMA UNIVERSITARIO O LAUREA BREVE,13.0,9
912,DIPLOMA DI SCUOLA MEDIA SUPERIORE,293.0,9
